timestamp,scenario,client,attempt,target,port,status,elapsed_ms,error,response_file
2026-06-05T12:16:07+02:00,baseline,pc_a,1,10.0.20.10,9000,OK,53.46,,results/responses_baseline_20260605_121607/pc_a_attempt_1.txt
2026-06-05T12:16:08+02:00,baseline,pc_a,2,10.0.20.10,9000,OK,49.11,,results/responses_baseline_20260605_121607/pc_a_attempt_2.txt
2026-06-05T12:16:09+02:00,baseline,pc_a,3,10.0.20.10,9000,OK,46.99,,results/responses_baseline_20260605_121607/pc_a_attempt_3.txt
2026-06-05T12:16:10+02:00,baseline,pc_a,4,10.0.20.10,9000,OK,49.93,,results/responses_baseline_20260605_121607/pc_a_attempt_4.txt
2026-06-05T12:16:12+02:00,baseline,pc_a,5,10.0.20.10,9000,OK,54.14,,results/responses_baseline_20260605_121607/pc_a_attempt_5.txt
2026-06-05T12:16:13+02:00,baseline,pc_a,6,10.0.20.10,9000,OK,52.72,,results/responses_baseline_20260605_121607/pc_a_attempt_6.txt
2026-06-05T12:16:14+02:00,baseline,pc_a,7,10.0.20.10,9000,OK,55.15,,results/responses_baseline_20260605_121607/pc_a_attempt_7.txt
2026-06-05T12:16:15+02:00,baseline,pc_a,8,10.0.20.10,9000,OK,49.62,,results/responses_baseline_20260605_121607/pc_a_attempt_8.txt
2026-06-05T12:16:16+02:00,baseline,pc_a,9,10.0.20.10,9000,OK,51.75,,results/responses_baseline_20260605_121607/pc_a_attempt_9.txt
2026-06-05T12:16:17+02:00,baseline,pc_a,10,10.0.20.10,9000,OK,49.30,,results/responses_baseline_20260605_121607/pc_a_attempt_10.txt
2026-06-05T12:16:17+02:00,baseline,pc_b,1,10.0.20.10,9000,OK,53.98,,results/responses_baseline_20260605_121607/pc_b_attempt_1.txt
2026-06-05T12:16:18+02:00,baseline,pc_b,2,10.0.20.10,9000,OK,59.03,,results/responses_baseline_20260605_121607/pc_b_attempt_2.txt
2026-06-05T12:16:19+02:00,baseline,pc_b,3,10.0.20.10,9000,OK,46.03,,results/responses_baseline_20260605_121607/pc_b_attempt_3.txt
2026-06-05T12:16:20+02:00,baseline,pc_b,4,10.0.20.10,9000,OK,55.94,,results/responses_baseline_20260605_121607/pc_b_attempt_4.txt
2026-06-05T12:16:21+02:00,baseline,pc_b,5,10.0.20.10,9000,OK,48.77,,results/responses_baseline_20260605_121607/pc_b_attempt_5.txt
2026-06-05T12:16:22+02:00,baseline,pc_b,6,10.0.20.10,9000,OK,64.00,,results/responses_baseline_20260605_121607/pc_b_attempt_6.txt
2026-06-05T12:16:23+02:00,baseline,pc_b,7,10.0.20.10,9000,OK,50.35,,results/responses_baseline_20260605_121607/pc_b_attempt_7.txt
2026-06-05T12:16:24+02:00,baseline,pc_b,8,10.0.20.10,9000,OK,59.50,,results/responses_baseline_20260605_121607/pc_b_attempt_8.txt
2026-06-05T12:16:25+02:00,baseline,pc_b,9,10.0.20.10,9000,OK,54.16,,results/responses_baseline_20260605_121607/pc_b_attempt_9.txt
2026-06-05T12:16:26+02:00,baseline,pc_b,10,10.0.20.10,9000,OK,48.14,,results/responses_baseline_20260605_121607/pc_b_attempt_10.txt
2026-06-05T12:16:26+02:00,baseline,pc_c,1,10.0.20.10,9000,OK,48.86,,results/responses_baseline_20260605_121607/pc_c_attempt_1.txt
2026-06-05T12:16:27+02:00,baseline,pc_c,2,10.0.20.10,9000,OK,60.86,,results/responses_baseline_20260605_121607/pc_c_attempt_2.txt
2026-06-05T12:16:29+02:00,baseline,pc_c,3,10.0.20.10,9000,OK,57.45,,results/responses_baseline_20260605_121607/pc_c_attempt_3.txt
2026-06-05T12:16:30+02:00,baseline,pc_c,4,10.0.20.10,9000,OK,48.12,,results/responses_baseline_20260605_121607/pc_c_attempt_4.txt
2026-06-05T12:16:31+02:00,baseline,pc_c,5,10.0.20.10,9000,OK,58.32,,results/responses_baseline_20260605_121607/pc_c_attempt_5.txt
2026-06-05T12:16:32+02:00,baseline,pc_c,6,10.0.20.10,9000,OK,50.00,,results/responses_baseline_20260605_121607/pc_c_attempt_6.txt
2026-06-05T12:16:33+02:00,baseline,pc_c,7,10.0.20.10,9000,OK,47.13,,results/responses_baseline_20260605_121607/pc_c_attempt_7.txt
2026-06-05T12:16:34+02:00,baseline,pc_c,8,10.0.20.10,9000,OK,49.80,,results/responses_baseline_20260605_121607/pc_c_attempt_8.txt
2026-06-05T12:16:35+02:00,baseline,pc_c,9,10.0.20.10,9000,OK,60.31,,results/responses_baseline_20260605_121607/pc_c_attempt_9.txt
2026-06-05T12:16:36+02:00,baseline,pc_c,10,10.0.20.10,9000,OK,58.54,,results/responses_baseline_20260605_121607/pc_c_attempt_10.txt
2026-06-05T12:16:36+02:00,baseline,pc_d,1,10.0.20.10,9000,OK,48.66,,results/responses_baseline_20260605_121607/pc_d_attempt_1.txt
2026-06-05T12:16:37+02:00,baseline,pc_d,2,10.0.20.10,9000,OK,57.65,,results/responses_baseline_20260605_121607/pc_d_attempt_2.txt
2026-06-05T12:16:38+02:00,baseline,pc_d,3,10.0.20.10,9000,OK,55.02,,results/responses_baseline_20260605_121607/pc_d_attempt_3.txt
2026-06-05T12:16:39+02:00,baseline,pc_d,4,10.0.20.10,9000,OK,61.50,,results/responses_baseline_20260605_121607/pc_d_attempt_4.txt
2026-06-05T12:16:40+02:00,baseline,pc_d,5,10.0.20.10,9000,OK,57.77,,results/responses_baseline_20260605_121607/pc_d_attempt_5.txt
2026-06-05T12:16:41+02:00,baseline,pc_d,6,10.0.20.10,9000,OK,66.02,,results/responses_baseline_20260605_121607/pc_d_attempt_6.txt
2026-06-05T12:16:42+02:00,baseline,pc_d,7,10.0.20.10,9000,OK,49.74,,results/responses_baseline_20260605_121607/pc_d_attempt_7.txt
2026-06-05T12:16:43+02:00,baseline,pc_d,8,10.0.20.10,9000,OK,49.72,,results/responses_baseline_20260605_121607/pc_d_attempt_8.txt
2026-06-05T12:16:44+02:00,baseline,pc_d,9,10.0.20.10,9000,OK,57.18,,results/responses_baseline_20260605_121607/pc_d_attempt_9.txt
2026-06-05T12:16:45+02:00,baseline,pc_d,10,10.0.20.10,9000,OK,62.93,,results/responses_baseline_20260605_121607/pc_d_attempt_10.txt
