timestamp,scenario,client,attempt,target,port,status,elapsed_ms,error,response_file
2026-06-05T17:22:32+02:00,baseline,pc_c,10,10.0.20.10,9000,OK,83.92,,results/responses_baseline_20260605_172203/pc_c_attempt_10.txt
2026-06-05T17:22:33+02:00,baseline,pc_d,1,10.0.20.10,9000,OK,72.55,,results/responses_baseline_20260605_172203/pc_d_attempt_1.txt
2026-06-05T17:22:34+02:00,baseline,pc_d,2,10.0.20.10,9000,OK,87.81,,results/responses_baseline_20260605_172203/pc_d_attempt_2.txt
2026-06-05T17:22:35+02:00,baseline,pc_d,3,10.0.20.10,9000,OK,88.23,,results/responses_baseline_20260605_172203/pc_d_attempt_3.txt
2026-06-05T17:22:36+02:00,baseline,pc_d,4,10.0.20.10,9000,OK,88.10,,results/responses_baseline_20260605_172203/pc_d_attempt_4.txt
2026-06-05T17:22:37+02:00,baseline,pc_d,5,10.0.20.10,9000,OK,79.49,,results/responses_baseline_20260605_172203/pc_d_attempt_5.txt
2026-06-05T17:22:38+02:00,baseline,pc_d,6,10.0.20.10,9000,OK,78.40,,results/responses_baseline_20260605_172203/pc_d_attempt_6.txt
2026-06-05T17:22:39+02:00,baseline,pc_d,7,10.0.20.10,9000,OK,91.49,,results/responses_baseline_20260605_172203/pc_d_attempt_7.txt
2026-06-05T17:22:40+02:00,baseline,pc_d,8,10.0.20.10,9000,OK,76.91,,results/responses_baseline_20260605_172203/pc_d_attempt_8.txt
2026-06-05T17:22:41+02:00,baseline,pc_d,9,10.0.20.10,9000,OK,81.48,,results/responses_baseline_20260605_172203/pc_d_attempt_9.txt
2026-06-05T17:22:42+02:00,baseline,pc_d,10,10.0.20.10,9000,OK,89.83,,results/responses_baseline_20260605_172203/pc_d_attempt_10.txt
