timestamp,scenario,client,attempt,target,port,status,elapsed_ms,error,response_file
2026-06-05T12:10:10+02:00,baseline,pc_a,1,10.0.20.10,9000,OK,45.05,,results/responses_baseline_20260605_121010/pc_a_attempt_1.txt
2026-06-05T12:10:11+02:00,baseline,pc_a,2,10.0.20.10,9000,OK,51.29,,results/responses_baseline_20260605_121010/pc_a_attempt_2.txt
2026-06-05T12:10:12+02:00,baseline,pc_a,3,10.0.20.10,9000,OK,49.56,,results/responses_baseline_20260605_121010/pc_a_attempt_3.txt
2026-06-05T12:10:13+02:00,baseline,pc_a,4,10.0.20.10,9000,OK,56.54,,results/responses_baseline_20260605_121010/pc_a_attempt_4.txt
2026-06-05T12:10:15+02:00,baseline,pc_a,5,10.0.20.10,9000,OK,49.21,,results/responses_baseline_20260605_121010/pc_a_attempt_5.txt
2026-06-05T12:10:16+02:00,baseline,pc_a,6,10.0.20.10,9000,OK,54.09,,results/responses_baseline_20260605_121010/pc_a_attempt_6.txt
2026-06-05T12:10:17+02:00,baseline,pc_a,7,10.0.20.10,9000,OK,47.96,,results/responses_baseline_20260605_121010/pc_a_attempt_7.txt
2026-06-05T12:10:18+02:00,baseline,pc_a,8,10.0.20.10,9000,OK,54.46,,results/responses_baseline_20260605_121010/pc_a_attempt_8.txt
2026-06-05T12:10:19+02:00,baseline,pc_a,9,10.0.20.10,9000,OK,54.52,,results/responses_baseline_20260605_121010/pc_a_attempt_9.txt
2026-06-05T12:10:20+02:00,baseline,pc_a,10,10.0.20.10,9000,OK,56.29,,results/responses_baseline_20260605_121010/pc_a_attempt_10.txt
2026-06-05T12:10:20+02:00,baseline,pc_b,1,10.0.20.10,9000,OK,50.86,,results/responses_baseline_20260605_121010/pc_b_attempt_1.txt
2026-06-05T12:10:21+02:00,baseline,pc_b,2,10.0.20.10,9000,OK,62.95,,results/responses_baseline_20260605_121010/pc_b_attempt_2.txt
2026-06-05T12:10:22+02:00,baseline,pc_b,3,10.0.20.10,9000,OK,61.37,,results/responses_baseline_20260605_121010/pc_b_attempt_3.txt
2026-06-05T12:10:23+02:00,baseline,pc_b,4,10.0.20.10,9000,OK,60.76,,results/responses_baseline_20260605_121010/pc_b_attempt_4.txt
2026-06-05T12:10:24+02:00,baseline,pc_b,5,10.0.20.10,9000,OK,49.68,,results/responses_baseline_20260605_121010/pc_b_attempt_5.txt
2026-06-05T12:10:25+02:00,baseline,pc_b,6,10.0.20.10,9000,OK,58.94,,results/responses_baseline_20260605_121010/pc_b_attempt_6.txt
2026-06-05T12:10:26+02:00,baseline,pc_b,7,10.0.20.10,9000,OK,55.76,,results/responses_baseline_20260605_121010/pc_b_attempt_7.txt
2026-06-05T12:10:27+02:00,baseline,pc_b,8,10.0.20.10,9000,OK,55.31,,results/responses_baseline_20260605_121010/pc_b_attempt_8.txt
2026-06-05T12:10:28+02:00,baseline,pc_b,9,10.0.20.10,9000,OK,54.49,,results/responses_baseline_20260605_121010/pc_b_attempt_9.txt
2026-06-05T12:10:29+02:00,baseline,pc_b,10,10.0.20.10,9000,OK,59.95,,results/responses_baseline_20260605_121010/pc_b_attempt_10.txt
2026-06-05T12:10:29+02:00,baseline,pc_c,1,10.0.20.10,9000,OK,51.04,,results/responses_baseline_20260605_121010/pc_c_attempt_1.txt
2026-06-05T12:10:30+02:00,baseline,pc_c,2,10.0.20.10,9000,OK,57.05,,results/responses_baseline_20260605_121010/pc_c_attempt_2.txt
2026-06-05T12:10:32+02:00,baseline,pc_c,3,10.0.20.10,9000,OK,56.00,,results/responses_baseline_20260605_121010/pc_c_attempt_3.txt
2026-06-05T12:10:33+02:00,baseline,pc_c,4,10.0.20.10,9000,OK,57.75,,results/responses_baseline_20260605_121010/pc_c_attempt_4.txt
2026-06-05T12:10:34+02:00,baseline,pc_c,5,10.0.20.10,9000,OK,47.76,,results/responses_baseline_20260605_121010/pc_c_attempt_5.txt
2026-06-05T12:10:35+02:00,baseline,pc_c,6,10.0.20.10,9000,OK,55.61,,results/responses_baseline_20260605_121010/pc_c_attempt_6.txt
2026-06-05T12:10:36+02:00,baseline,pc_c,7,10.0.20.10,9000,OK,56.96,,results/responses_baseline_20260605_121010/pc_c_attempt_7.txt
2026-06-05T12:10:37+02:00,baseline,pc_c,8,10.0.20.10,9000,OK,59.52,,results/responses_baseline_20260605_121010/pc_c_attempt_8.txt
2026-06-05T12:10:38+02:00,baseline,pc_c,9,10.0.20.10,9000,OK,57.47,,results/responses_baseline_20260605_121010/pc_c_attempt_9.txt
2026-06-05T12:10:39+02:00,baseline,pc_c,10,10.0.20.10,9000,OK,48.49,,results/responses_baseline_20260605_121010/pc_c_attempt_10.txt
2026-06-05T12:10:39+02:00,baseline,pc_d,1,10.0.20.10,9000,OK,47.36,,results/responses_baseline_20260605_121010/pc_d_attempt_1.txt
2026-06-05T12:10:40+02:00,baseline,pc_d,2,10.0.20.10,9000,OK,53.84,,results/responses_baseline_20260605_121010/pc_d_attempt_2.txt
2026-06-05T12:10:41+02:00,baseline,pc_d,3,10.0.20.10,9000,OK,56.04,,results/responses_baseline_20260605_121010/pc_d_attempt_3.txt
2026-06-05T12:10:42+02:00,baseline,pc_d,4,10.0.20.10,9000,OK,56.52,,results/responses_baseline_20260605_121010/pc_d_attempt_4.txt
2026-06-05T12:10:43+02:00,baseline,pc_d,5,10.0.20.10,9000,OK,48.99,,results/responses_baseline_20260605_121010/pc_d_attempt_5.txt
2026-06-05T12:10:44+02:00,baseline,pc_d,6,10.0.20.10,9000,OK,50.88,,results/responses_baseline_20260605_121010/pc_d_attempt_6.txt
2026-06-05T12:10:45+02:00,baseline,pc_d,7,10.0.20.10,9000,OK,57.26,,results/responses_baseline_20260605_121010/pc_d_attempt_7.txt
2026-06-05T12:10:46+02:00,baseline,pc_d,8,10.0.20.10,9000,OK,50.77,,results/responses_baseline_20260605_121010/pc_d_attempt_8.txt
